,0,1,2,3,4,5,6,7
35,-0.5876397373846818,1.5696335530695837,,,,,,-3.7847600665507293
36,-3.0135428882807807,-0.6789211217625118,,,,,0.8669860344656035,
37,-1.6360192751096547,,-0.7385264326610326,1.9586749610601584,,1.538730964846296,,-2.0786684614221045
38,,1.1156312724086586,,-0.3462712909731285,,,-2.155762542601655,0.8331026417801912
39,-1.6601753215787372,,-2.9506245060664344,0.7385360805344612,0.5769625268833882,6.440302514998662,,
40,,,,,,,,-0.7798584258419872
41,-0.46627862007255017,-0.5452645561758155,-2.1834207146181956,1.591365941731489,-2.8060744141706295,,0.15212630073625372,-0.7690991889668394
42,1.05820876772886,1.2530014926217974,-3.164253803063937,,-4.030334667202112,0.14860973404794287,,
43,,,,,0.07916069660131053,,-2.2947513733639493,2.0186046963640294
44,-0.45029045432824255,,-1.6219063889624676,,,5.6240505200518625,-0.3153865863344463,-1.886654951935363
45,,-1.2031143365253345,,,-2.041567572237661,,,
46,-0.21187414309782643,-2.340410938008057,-1.1345511067993785,2.2857276380526836,-6.723011463478858,,,-4.212292695843525
47,,-1.9999921011664101,,,,0.5973951021478859,2.698272043046704,
48,0.21689861668802168,-0.7559559361425151,-1.982629052480457,1.02574424632705,,,0.04869350679201162,-2.7460779095941743
49,0.4958386029389338,,,0.5185203950091695,,,,2.4916694021797205
50,,,,-0.5171547288935094,,,,
51,-1.1368794906697355,,-3.705327844321479,,3.467878466620017,,-0.6735506942079938,
52,0.5702442216575009,0.5343999118520791,-2.3625185927365027,,,1.4479219504726788,-1.5192125772943976,
53,0.47696358468372024,,-3.0594917442579783,,-1.6493346836585079,2.6156645965941463,,
54,0.47745469210806635,,,1.6002652096900838,-3.0273722590094696,0.6078730200130673,,
55,-0.9348698973897283,-2.2720198710478874,-1.1682173493488084,,-3.103742497350437,1.970051946216094,,-0.26717860829606316
56,,-0.5436529852764613,,,-2.5347664977248785,,0.8696460342518215,-2.0160223241324897
57,-1.3307026014068846,-1.2136301264407277,-1.6783200404396976,1.5567790172999194,-2.1972223779167104,,,
58,-1.4303733621880084,1.3456903222125687,,-0.7445130166490366,1.8689523037127291,,,1.2021061746523987
59,1.3947517842294967,,-3.768316370768198,,-1.8622221050768544,-5.032925442816874,-1.2991202507227628,-1.1404871976570694
60,,,-2.3841359406434535,,-4.252846173646875,,,-1.6127190427519669
61,-0.63191107319501,0.4876372016392075,-2.588936334657377,1.0916805780070804,1.2661048161175856,,-1.1888337679609131,
62,0.8050904712812247,0.2857283480778607,,,,,,-4.925698828196159
63,0.5763958915468418,,-1.2179455990388426,1.398532812716407,,-1.4468669590026126,,-4.529747972861123
64,,-2.3148153854141666,,2.0112804778988433,-4.841425753531227,,0.554079684857953,
65,,-0.07911980467066933,,0.923168467673692,-3.2476080089596358,1.1983926125381656,,
66,0.7351044898918698,,-4.694229756772525,-1.3060857472535485,,0.7699105321377825,,
67,,-2.9907459598871595,-1.4796193760393481,2.08846204956838,,5.581705327165046,,-1.3984807271919126
68,-3.20820852827546,,,3.530249941998104,0.47058259297851657,,0.14422295635748633,
69,,,,,2.059590394656426,,-1.4813272100229276,2.6697677633131303
70,,1.9970251258609735,,,0.09295204721849704,,-3.8469848013018337,
71,-2.8161920130757925,-1.6613845067719677,-1.5481602468458464,2.0246502133975417,-2.26521042771222,1.0733634276014519,,
72,-1.339819375144121,,,1.909807108766544,0.01859423691061668,5.593496538125777,-0.7124048008561708,1.039797526170516
73,1.0135367728476457,,-2.900267291995506,0.4601748443689805,,,,
74,,,,0.49048575915959186,2.662189676912483,,,3.480805739548829
75,-0.14009831415385576,1.7457411589424583,,-0.4837283420228107,,,,-0.05572707928189807
76,,3.2981172151766,-4.867427047741405,-0.9437639290186979,,1.1718253229811684,-2.6216102708123987,5.318995689812629
77,-1.6088592253655487,,,2.0320481050498707,-0.6001981459926713,,0.2647291591519159,
78,,,,0.9924028355689541,,5.445812121375015,-0.7566876485572868,
79,,,,1.4373541555830005,-1.578471116825876,,,
80,,2.7870188049632785,-4.114239397679352,,,,,3.9620570331627296
81,,,-2.2719967770691722,3.0250561305784966,,,-1.0696196912336757,
82,,1.883814159536192,-2.8826848817101145,-0.026951154265938304,,,-1.5079946130870616,
83,,,,-0.893030075476948,-2.6872484814154136,,-1.5318241823558105,-0.07802109439936805
84,-1.9985685136400342,,-1.011785110848723,,-2.9807441275042583,,,
85,,0.9396305124782768,,,,1.891156206524882,-1.9166691843727295,0.5002340419589719
86,,-2.377686087167377,-1.104282442951232,,0.6988920840422239,2.03926061732268,,1.8979712968554208
87,0.7048831585131484,,-2.7517618712925733,-0.10141119120409914,,,-0.4863027421790153,-1.6470104269071897
88,,0.048743957061733935,-3.216799796360921,0.7644255600924643,1.6595752132013961,,-1.3823839082070373,1.6772727552084263
89,,,-1.9546148567719126,,-3.037017156250937,-0.647144817885833,,-1.5873625801524531
90,,,,,,3.673821007634441,,
91,,2.6010958377891162,-3.420654941670726,,,-0.9704181726645242,-0.5585225533097687,-2.940473014915094
92,-1.277899432976847,,,,,0.9563527081788663,-0.029625350281804574,-0.8997268090513544
93,,-0.007802713311244658,-2.2251276280899033,,-1.5916226795285118,-0.15236607837889427,,-0.9004811445049241
94,0.8538977117272374,0.833114401210309,-2.408550345527346,,-5.429461060531426,-2.5685999127729318,-0.9209815904062997,
95,,-1.8028175368582873,-1.7796974621380972,2.4994727478861556,,2.844744960715287,,0.5935514776131068
96,-0.26699044943391514,0.7093765877993151,,,,0.12752910416329266,-1.2632163784230679,
97,,-1.3085874563399635,,,,,,-3.618775580921746
98,,,-4.4560004862077776,,-1.8914824767387592,-1.0825632897473485,-1.3032724327703133,
99,1.6702981100833636,,,,-0.7864947346072865,,-3.1282264143016043,3.4805953112309567
